"rgn_id","product","year","tonnes_rel"
2,"corals",1994,0.227559023121622
4,"corals",1994,0.227559023121622
3,"corals",1994,0.227559023121622
1,"corals",1994,0.227559023121622
2,"corals",1995,0.699743996098988
4,"corals",1995,0.699743996098988
3,"corals",1995,0.699743996098988
1,"corals",1995,0.699743996098988
2,"corals",1996,1
4,"corals",1996,1
3,"corals",1996,1
1,"corals",1996,1
2,"corals",1997,1
4,"corals",1997,1
3,"corals",1997,1
1,"corals",1997,1
2,"corals",1998,1
4,"corals",1998,1
3,"corals",1998,1
1,"corals",1998,1
2,"corals",1999,1
4,"corals",1999,1
3,"corals",1999,1
1,"corals",1999,1
2,"corals",2000,0.419358771181275
4,"corals",2000,0.419358771181275
3,"corals",2000,0.419358771181275
1,"corals",2000,0.419358771181275
2,"corals",2001,0.358405461416555
4,"corals",2001,0.358405461416555
3,"corals",2001,0.358405461416555
1,"corals",2001,0.358405461416555
2,"corals",2002,0.353529196635377
4,"corals",2002,0.353529196635377
3,"corals",2002,0.353529196635377
1,"corals",2002,0.353529196635377
2,"corals",2003,0.45105449225893
4,"corals",2003,0.45105449225893
3,"corals",2003,0.45105449225893
1,"corals",2003,0.45105449225893
2,"corals",2004,0.504693404851883
4,"corals",2004,0.504693404851883
3,"corals",2004,0.504693404851883
1,"corals",2004,0.504693404851883
2,"corals",2005,0.431549433134219
4,"corals",2005,0.431549433134219
3,"corals",2005,0.431549433134219
1,"corals",2005,0.431549433134219
2,"corals",2006,0.312080945995368
4,"corals",2006,0.312080945995368
3,"corals",2006,0.312080945995368
1,"corals",2006,0.312080945995368
2,"corals",2007,0.207241253200049
4,"corals",2007,0.207241253200049
3,"corals",2007,0.207241253200049
1,"corals",2007,0.207241253200049
2,"corals",2008,0.129221016701207
4,"corals",2008,0.129221016701207
3,"corals",2008,0.129221016701207
1,"corals",2008,0.129221016701207
2,"corals",2009,0.10240156040473
4,"corals",2009,0.10240156040473
3,"corals",2009,0.10240156040473
1,"corals",2009,0.10240156040473
2,"corals",2010,0.0910236092486489
4,"corals",2010,0.0910236092486489
3,"corals",2010,0.0910236092486489
1,"corals",2010,0.0910236092486489
2,"corals",2011,0.0975252956235523
4,"corals",2011,0.0975252956235523
3,"corals",2011,0.0975252956235523
1,"corals",2011,0.0975252956235523
2,"fish_oil",1976,1
4,"fish_oil",1976,1
3,"fish_oil",1976,1
1,"fish_oil",1976,1
2,"fish_oil",1977,1
4,"fish_oil",1977,1
3,"fish_oil",1977,1
1,"fish_oil",1977,1
2,"fish_oil",1978,1
4,"fish_oil",1978,1
3,"fish_oil",1978,1
1,"fish_oil",1978,1
2,"fish_oil",1979,1
4,"fish_oil",1979,1
3,"fish_oil",1979,1
1,"fish_oil",1979,1
2,"fish_oil",1980,1
4,"fish_oil",1980,1
3,"fish_oil",1980,1
1,"fish_oil",1980,1
2,"fish_oil",1981,0.860759493670886
4,"fish_oil",1981,0.860759493670886
3,"fish_oil",1981,0.860759493670886
1,"fish_oil",1981,0.860759493670886
2,"fish_oil",1982,0.899707887049659
4,"fish_oil",1982,0.899707887049659
3,"fish_oil",1982,0.899707887049659
1,"fish_oil",1982,0.899707887049659
2,"fish_oil",1983,0.533476144109056
4,"fish_oil",1983,0.533476144109056
3,"fish_oil",1983,0.533476144109056
1,"fish_oil",1983,0.533476144109056
2,"fish_oil",1984,0.457682570593963
4,"fish_oil",1984,0.457682570593963
3,"fish_oil",1984,0.457682570593963
1,"fish_oil",1984,0.457682570593963
2,"fish_oil",1985,1
4,"fish_oil",1985,1
3,"fish_oil",1985,1
1,"fish_oil",1985,1
2,"fish_oil",1986,1
4,"fish_oil",1986,1
3,"fish_oil",1986,1
1,"fish_oil",1986,1
2,"fish_oil",1987,1
4,"fish_oil",1987,1
3,"fish_oil",1987,1
1,"fish_oil",1987,1
2,"fish_oil",1988,1
4,"fish_oil",1988,1
3,"fish_oil",1988,1
1,"fish_oil",1988,1
2,"fish_oil",1989,0.265589094449854
4,"fish_oil",1989,0.265589094449854
3,"fish_oil",1989,0.265589094449854
1,"fish_oil",1989,0.265589094449854
2,"fish_oil",1990,0.0330282375851996
4,"fish_oil",1990,0.0330282375851996
3,"fish_oil",1990,0.0330282375851996
1,"fish_oil",1990,0.0330282375851996
2,"fish_oil",1991,0.053554040895813
4,"fish_oil",1991,0.053554040895813
3,"fish_oil",1991,0.053554040895813
1,"fish_oil",1991,0.053554040895813
2,"fish_oil",1992,0.0571372930866602
4,"fish_oil",1992,0.0571372930866602
3,"fish_oil",1992,0.0571372930866602
1,"fish_oil",1992,0.0571372930866602
2,"fish_oil",1993,0.0616942551119766
4,"fish_oil",1993,0.0616942551119766
3,"fish_oil",1993,0.0616942551119766
1,"fish_oil",1993,0.0616942551119766
2,"fish_oil",1994,0.0528140214216164
4,"fish_oil",1994,0.0528140214216164
3,"fish_oil",1994,0.0528140214216164
1,"fish_oil",1994,0.0528140214216164
2,"fish_oil",1995,0.0414021421616358
4,"fish_oil",1995,0.0414021421616358
3,"fish_oil",1995,0.0414021421616358
1,"fish_oil",1995,0.0414021421616358
2,"fish_oil",1996,0.125024342745862
4,"fish_oil",1996,0.125024342745862
3,"fish_oil",1996,0.125024342745862
1,"fish_oil",1996,0.125024342745862
2,"fish_oil",1997,0.113612463485881
4,"fish_oil",1997,0.113612463485881
3,"fish_oil",1997,0.113612463485881
1,"fish_oil",1997,0.113612463485881
2,"fish_oil",1998,0.298656280428432
4,"fish_oil",1998,0.298656280428432
3,"fish_oil",1998,0.298656280428432
1,"fish_oil",1998,0.298656280428432
2,"fish_oil",1999,0.288062317429406
4,"fish_oil",1999,0.288062317429406
3,"fish_oil",1999,0.288062317429406
1,"fish_oil",1999,0.288062317429406
2,"fish_oil",2000,0.2330282375852
4,"fish_oil",2000,0.2330282375852
3,"fish_oil",2000,0.2330282375852
1,"fish_oil",2000,0.2330282375852
2,"fish_oil",2001,0.271937682570594
4,"fish_oil",2001,0.271937682570594
3,"fish_oil",2001,0.271937682570594
1,"fish_oil",2001,0.271937682570594
2,"fish_oil",2002,0.129542356377799
4,"fish_oil",2002,0.129542356377799
3,"fish_oil",2002,0.129542356377799
1,"fish_oil",2002,0.129542356377799
2,"fish_oil",2003,0.171567672833496
4,"fish_oil",2003,0.171567672833496
3,"fish_oil",2003,0.171567672833496
1,"fish_oil",2003,0.171567672833496
2,"fish_oil",2004,0.185199610516066
4,"fish_oil",2004,0.185199610516066
3,"fish_oil",2004,0.185199610516066
1,"fish_oil",2004,0.185199610516066
2,"fish_oil",2005,0.278558909444985
4,"fish_oil",2005,0.278558909444985
3,"fish_oil",2005,0.278558909444985
1,"fish_oil",2005,0.278558909444985
2,"fish_oil",2006,0.324245374878286
4,"fish_oil",2006,0.324245374878286
3,"fish_oil",2006,0.324245374878286
1,"fish_oil",2006,0.324245374878286
2,"fish_oil",2007,0.348704965920156
4,"fish_oil",2007,0.348704965920156
3,"fish_oil",2007,0.348704965920156
1,"fish_oil",2007,0.348704965920156
2,"fish_oil",2008,0.468081791626095
4,"fish_oil",2008,0.468081791626095
3,"fish_oil",2008,0.468081791626095
1,"fish_oil",2008,0.468081791626095
2,"fish_oil",2009,0.472093476144109
4,"fish_oil",2009,0.472093476144109
3,"fish_oil",2009,0.472093476144109
1,"fish_oil",2009,0.472093476144109
2,"fish_oil",2010,0.493346316131126
4,"fish_oil",2010,0.493346316131126
3,"fish_oil",2010,0.493346316131126
1,"fish_oil",2010,0.493346316131126
2,"fish_oil",2011,0.606815968841285
4,"fish_oil",2011,0.606815968841285
3,"fish_oil",2011,0.606815968841285
1,"fish_oil",2011,0.606815968841285
2,"seaweeds",1998,1
4,"seaweeds",1998,1
3,"seaweeds",1998,1
1,"seaweeds",1998,1
2,"seaweeds",1999,1
4,"seaweeds",1999,1
3,"seaweeds",1999,1
1,"seaweeds",1999,1
2,"seaweeds",2000,1
4,"seaweeds",2000,1
3,"seaweeds",2000,1
1,"seaweeds",2000,1
2,"seaweeds",2001,1
4,"seaweeds",2001,1
3,"seaweeds",2001,1
1,"seaweeds",2001,1
2,"seaweeds",2002,1
4,"seaweeds",2002,1
3,"seaweeds",2002,1
1,"seaweeds",2002,1
2,"seaweeds",2003,0.732296445870129
4,"seaweeds",2003,0.732296445870129
3,"seaweeds",2003,0.732296445870129
1,"seaweeds",2003,0.732296445870129
2,"seaweeds",2004,0.613250348256163
4,"seaweeds",2004,0.613250348256163
3,"seaweeds",2004,0.613250348256163
1,"seaweeds",2004,0.613250348256163
2,"seaweeds",2005,0.473883982772502
4,"seaweeds",2005,0.473883982772502
3,"seaweeds",2005,0.473883982772502
1,"seaweeds",2005,0.473883982772502
2,"seaweeds",2006,0.430176236788631
4,"seaweeds",2006,0.430176236788631
3,"seaweeds",2006,0.430176236788631
1,"seaweeds",2006,0.430176236788631
2,"seaweeds",2007,0.471966976369701
4,"seaweeds",2007,0.471966976369701
3,"seaweeds",2007,0.471966976369701
1,"seaweeds",2007,0.471966976369701
2,"seaweeds",2008,0.559957570258285
4,"seaweeds",2008,0.559957570258285
3,"seaweeds",2008,0.559957570258285
1,"seaweeds",2008,0.559957570258285
2,"seaweeds",2009,0.599064500875433
4,"seaweeds",2009,0.599064500875433
3,"seaweeds",2009,0.599064500875433
1,"seaweeds",2009,0.599064500875433
2,"seaweeds",2010,0.634401318900405
4,"seaweeds",2010,0.634401318900405
3,"seaweeds",2010,0.634401318900405
1,"seaweeds",2010,0.634401318900405
2,"seaweeds",2011,0.679003667872251
4,"seaweeds",2011,0.679003667872251
3,"seaweeds",2011,0.679003667872251
1,"seaweeds",2011,0.679003667872251
2,"shells",1994,0.972283978064325
4,"shells",1994,0.972283978064325
3,"shells",1994,0.972283978064325
1,"shells",1994,0.972283978064325
2,"shells",1995,1
4,"shells",1995,1
3,"shells",1995,1
1,"shells",1995,1
2,"shells",1996,0.72032014228546
4,"shells",1996,0.72032014228546
3,"shells",1996,0.72032014228546
1,"shells",1996,0.72032014228546
2,"shells",1997,1
4,"shells",1997,1
3,"shells",1997,1
1,"shells",1997,1
2,"shells",1998,1
4,"shells",1998,1
3,"shells",1998,1
1,"shells",1998,1
2,"shells",1999,1
4,"shells",1999,1
3,"shells",1999,1
1,"shells",1999,1
2,"shells",2000,1
4,"shells",2000,1
3,"shells",2000,1
1,"shells",2000,1
2,"shells",2001,1
4,"shells",2001,1
3,"shells",2001,1
1,"shells",2001,1
2,"shells",2002,1
4,"shells",2002,1
3,"shells",2002,1
1,"shells",2002,1
2,"shells",2003,1
4,"shells",2003,1
3,"shells",2003,1
1,"shells",2003,1
2,"shells",2004,1
4,"shells",2004,1
3,"shells",2004,1
1,"shells",2004,1
2,"shells",2005,1
4,"shells",2005,1
3,"shells",2005,1
1,"shells",2005,1
2,"shells",2006,1
4,"shells",2006,1
3,"shells",2006,1
1,"shells",2006,1
2,"shells",2007,1
4,"shells",2007,1
3,"shells",2007,1
1,"shells",2007,1
2,"shells",2008,0.853712761227212
4,"shells",2008,0.853712761227212
3,"shells",2008,0.853712761227212
1,"shells",2008,0.853712761227212
2,"shells",2009,0.867052023121387
4,"shells",2009,0.867052023121387
3,"shells",2009,0.867052023121387
1,"shells",2009,0.867052023121387
2,"shells",2010,0.847784200385356
4,"shells",2010,0.847784200385356
3,"shells",2010,0.847784200385356
1,"shells",2010,0.847784200385356
2,"shells",2011,0.915962650066696
4,"shells",2011,0.915962650066696
3,"shells",2011,0.915962650066696
1,"shells",2011,0.915962650066696
2,"sponges",1997,0.0492307692307692
4,"sponges",1997,0.0492307692307692
3,"sponges",1997,0.0492307692307692
1,"sponges",1997,0.0492307692307692
2,"sponges",1998,0.0738461538461539
4,"sponges",1998,0.0738461538461539
3,"sponges",1998,0.0738461538461539
1,"sponges",1998,0.0738461538461539
2,"sponges",1999,0.246153846153846
4,"sponges",1999,0.246153846153846
3,"sponges",1999,0.246153846153846
1,"sponges",1999,0.246153846153846
2,"sponges",2000,0.332307692307692
4,"sponges",2000,0.332307692307692
3,"sponges",2000,0.332307692307692
1,"sponges",2000,0.332307692307692
2,"sponges",2001,0.344615384615385
4,"sponges",2001,0.344615384615385
3,"sponges",2001,0.344615384615385
1,"sponges",2001,0.344615384615385
2,"sponges",2002,1
4,"sponges",2002,1
3,"sponges",2002,1
1,"sponges",2002,1
2,"sponges",2003,1
4,"sponges",2003,1
3,"sponges",2003,1
1,"sponges",2003,1
2,"sponges",2004,1
4,"sponges",2004,1
3,"sponges",2004,1
1,"sponges",2004,1
2,"sponges",2005,1
4,"sponges",2005,1
3,"sponges",2005,1
1,"sponges",2005,1
2,"sponges",2006,0.590769230769231
4,"sponges",2006,0.590769230769231
3,"sponges",2006,0.590769230769231
1,"sponges",2006,0.590769230769231
2,"sponges",2007,0.0246153846153846
4,"sponges",2007,0.0246153846153846
3,"sponges",2007,0.0246153846153846
1,"sponges",2007,0.0246153846153846
2,"sponges",2008,0
4,"sponges",2008,0
3,"sponges",2008,0
1,"sponges",2008,0
2,"sponges",2009,0
4,"sponges",2009,0
3,"sponges",2009,0
1,"sponges",2009,0
2,"sponges",2010,0
4,"sponges",2010,0
3,"sponges",2010,0
1,"sponges",2010,0
2,"sponges",2011,0
4,"sponges",2011,0
3,"sponges",2011,0
1,"sponges",2011,0
